att_id,filename,ext,size_mb,poster,year,subject,bucket,confidence,evidence,verdict_source
1922,KB0NAL =09B8 2A5 2>7<>6=K5 A B>G:8 7@5=8O 3@0<0B8:8 7=0G5=8O A;>2>A>G5B0=8O IzAvAsyam.pdf,pdf,0.19,andron,2012,Вопросы по Шри Ишопанишад.,E,low,no rule matched — unidentified,default
1925,<0=B@0 18.docx,docx,0.08,andron,2012,Вопросы по Шри Ишопанишад.,E,low,no rule matched — unidentified,default
1927,>@>G5 3>2>@O.docx,docx,0.02,andron,2012,Вопросы по Шри Ишопанишад.,E,low,no rule matched — unidentified,default
1928,'5B2Q@B0O <0=B@0.docx,docx,0.17,andron,2012,Вопросы по Шри Ишопанишад.,E,low,no rule matched — unidentified,default
1936,SANSKRIT_I.pdf,pdf,0.1,Marcis,2012,Материалы по аюрведическому санскриту,D-third,medium,syllabi,override
1937,ug-syllabus-2010.pdf,pdf,0.27,Marcis,2012,Материалы по аюрведическому санскриту,D-third,medium,syllabi,override
1939,Разночтения.doc,doc,0.07,Marcis,2012,Типы разночтений в редакциях санскритских корнесловов,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1946,stih7.doc,doc,0.04,Тихвинский Виталий Игоревич,2011,"Бхагавадгита, перевод в стихах.",D-author,high,Тихвинский/Густяков own translation-project files,series-rule
1947,stih4.doc,doc,0.03,Тихвинский Виталий Игоревич,2011,"Бхагавадгита, перевод в стихах.",D-author,high,Тихвинский/Густяков own translation-project files,series-rule
1948,stih3.doc,doc,0.03,Тихвинский Виталий Игоревич,2011,"Бхагавадгита, перевод в стихах.",D-author,high,Тихвинский/Густяков own translation-project files,series-rule
1949,stih2.doc,doc,0.03,Тихвинский Виталий Игоревич,2011,"Бхагавадгита, перевод в стихах.",D-author,high,Тихвинский/Густяков own translation-project files,series-rule
1950,stih.doc,doc,0.04,Тихвинский Виталий Игоревич,2011,"Бхагавадгита, перевод в стихах.",D-author,high,Тихвинский/Густяков own translation-project files,series-rule
1953,shema_translit2.doc,doc,0.01,Marcis,2012,450 из 1000 Кнауэров распродано за полгода за 450 рупий за шт.,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1960,karaka_prakarana_course.doc,doc,0.84,Trivikram das,2017,Взаимоотношение слов в предложении,E,low,no rule matched — unidentified,default
1961,!НР. Матрица актантов _схема_.pdf,pdf,0.04,Radim Navyan,2017,Взаимоотношение слов в предложении,D-author,high,Navyan's own translation drafts,series-rule
1964,Шри Вишну-сахасра-нама-стотрам.doc,doc,2.26,Владимир Карицкий,2017,: Вишну-сахасра-нама-стотрам_бхашйа,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1967,Шри Вишну-сахасра-нама-стотрам.pdf,pdf,1.9,Владимир Карицкий,2011,Вишну-сахасра-нама-стотрам_бхашйа,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1986,Bayarin-Panini.pdf,pdf,0.25,Marcis,2015,Книги Панини,E,low,"Marcis-posted, not individually identified this pass — honest E, re-triage on demand",series-rule
1989,Liste-807-ed2014.pdf,pdf,0.46,Marcis,2014,часто употребляемые лигатуры,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1990,Ugnern-Devanagari-2.0.pdf,pdf,0.36,Marcis,2013,часто употребляемые лигатуры,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1991,Ligaturen-Liste-2013b.pdf,pdf,0.51,Marcis,2013,часто употребляемые лигатуры,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1992,10-initial-ligatures.pdf,pdf,0.01,Marcis,2013,часто употребляемые лигатуры,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1993,Stiehl2007-color.pdf,pdf,0.45,Marcis,2013,часто употребляемые лигатуры,D-third,medium,"Stiehl 2007 ligature list (color) — in-copyright reference sheet, freely circulated on author's site",override
1994,Stiehl2007-small.pdf,pdf,0.09,Marcis,2013,часто употребляемые лигатуры,D-third,medium,Stiehl 2007 ligature list (small) — same,override
1995,SanskritHelpRus.doc,doc,0.07,vladimir,2009,часто употребляемые лигатуры,E,low,no rule matched — unidentified,default
2009,УРОК III.doc,doc,0.04,Simurg Gamayun,2008,Бюлер,E,low,no rule matched — unidentified,default
2010,УРОК I.doc,doc,0.03,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2011,УРОК II.doc,doc,0.04,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2012,УРОК III.doc,doc,0.03,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2013,УРОК IV.doc,doc,0.05,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2014,Урок V.doc,doc,0.04,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2015,УРОК VI.doc,doc,0.04,Marcis Gasuns,2008,Бюлер,E,low,no rule matched — unidentified,default
2016,Doc3.doc,doc,0.04,Наталия Маркова,2007,время пришло,E,low,no rule matched — unidentified,default
2017,Doc2.doc,doc,0.03,Наталия Маркова,2007,время пришло,E,low,no rule matched — unidentified,default
2018,Doc2.doc,doc,0.03,Наталия Маркова,2007,время пришло,E,low,no rule matched — unidentified,default
2019,Doc1.doc,doc,0.04,Наталия Маркова,2007,время пришло,E,low,no rule matched — unidentified,default
2020,sandhihandbook.pdf,pdf,0.13,Dmitri,2015,Что такое сандхи и как его донести до студентов,E,low,no rule matched — unidentified,default
2021,Sandhi-Table-27.04.15-Likhushina-ed.pdf,pdf,0.05,Marcis,2015,Что такое сандхи и как его донести до студентов,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
2022,Knauer festgrussanrudo00kuhngoog.pdf,pdf,16.46,Marcis,2013,Посоветуйте учебники санскрита!,B,high,Festgruss an Rudolf von Roth 1893 / Göttingische gelehrte Anzeigen 19th c. — PD by age,override
2023,Knauer gttingischegele30sachgoog.pdf,pdf,11.97,Marcis,2013,Посоветуйте учебники санскрита!,B,high,Festgruss an Rudolf von Roth 1893 / Göttingische gelehrte Anzeigen 19th c. — PD by age,override
2024,Zu-iti-ca-FestBohtlingk.pdf,pdf,2.12,Marcis,2013,Посоветуйте учебники санскрита!,B,high,Festgruss an Otto von Böhtlingk 1888 — PD,override
2025,_portal_Soc_Gum_Pni_2008_08ivcozu.pdf,pdf,0.33,Marcis,2013,Посоветуйте учебники санскрита!,D-third,medium,"Черказьянова, Немцы—российские ученые… 2008 article — in copyright",override
2026,Кнауэр 3-е изд. библиография 2013.pdf,pdf,0.08,Marcis,2013,Посоветуйте учебники санскрита!,B,high,"Кнауэр materials: библиография (own 2013 compilation on PD sources) / Чтения 1889 / ЖМНП 1904 — imprints pre-1917, authors d. pre-1930 — PD",override
2028,Курганы Кнауэра ChOINL_03_1889.pdf,pdf,1.57,Marcis,2013,Посоветуйте учебники санскрита!,B,high,"Кнауэр materials: библиография (own 2013 compilation on PD sources) / Чтения 1889 / ЖМНП 1904 — imprints pre-1917, authors d. pre-1930 — PD",override
2029,Кнауэр Гамбург Часть 356_1904.pdf,pdf,1.63,Marcis,2013,Посоветуйте учебники санскрита!,B,high,"Кнауэр materials: библиография (own 2013 compilation on PD sources) / Чтения 1889 / ЖМНП 1904 — imprints pre-1917, authors d. pre-1930 — PD",override
