archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
057306,<CAFHcyQv6-sXEfCdyP6oayfzsF_9wUXPVZB+X3HsBnyYUg28c7g@mail.gmail.com>,057306,2023-02-20 08:56:57+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057306.html,Manish Rajan Walvekar,Online Certificate Course on Aṣṭādhyāyī at Amrita Vishwa Vidyapeetham,Announcements and events,announcement/event,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Aṣṭādhyāyī,subject_pattern,subject matched `Aṣṭādhyāyī` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057307,<LO4P265MB428027B1AE27B43BAF21258BF9A49@LO4P265MB4280.GBRP265.PROD.OUTLOOK.COM>,057307,2023-02-20 15:56:41+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057307.html,John Lowe,"Call for papers: Indian Theories of Meaning and Grammar – Novel Perspectives, INALCO June 6-8 2023",Announcements and events,announcement/event,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,Grammar,subject_pattern,subject matched `Grammar` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057307,<LO4P265MB428027B1AE27B43BAF21258BF9A49@LO4P265MB4280.GBRP265.PROD.OUTLOOK.COM>,057307,2023-02-20 15:56:41+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057307.html,John Lowe,"Call for papers: Indian Theories of Meaning and Grammar – Novel Perspectives, INALCO June 6-8 2023",Announcements and events,announcement/event,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Grammar,subject_pattern,subject matched `Grammar` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057314,<33113121676996425@mail.yandex.ru>,057314,2023-02-21 16:21:05+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057314.html,Mārcis Gasūns,Valmiki's Ramayana Sanskrit Commentaries,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Ramayana,subject_pattern,subject matched `Ramayana` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057314,<33113121676996425@mail.yandex.ru>,057314,2023-02-21 16:21:05+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057314.html,Mārcis Gasūns,Valmiki's Ramayana Sanskrit Commentaries,Texts and philology,general discussion,register_epic,register,epic,Epic,Epic,Ramayana,subject_pattern,subject matched `Ramayana` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057326,<CACPTnfq5OdsVKzigeGutZ6rwpYT07Jw2ms9TnJQ=8pVZHuHo_A@mail.gmail.com>,057326,2023-02-23 21:00:01+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057326.html,Ana Bajzelj,Emerging Scholars in Jain Studies – Virtual Book Talk: Gregory M. Clines (Trinity University) in Conversation with John E. Cort (Denison University),Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057326,<CACPTnfq5OdsVKzigeGutZ6rwpYT07Jw2ms9TnJQ=8pVZHuHo_A@mail.gmail.com>,057326,2023-02-23 21:00:01+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057326.html,Ana Bajzelj,Emerging Scholars in Jain Studies – Virtual Book Talk: Gregory M. Clines (Trinity University) in Conversation with John E. Cort (Denison University),Buddhism and Jainism,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057334,<A71B8D92-871E-4622-839B-1A728EED8B9C@fas.harvard.edu>,057334,2023-02-26 01:34:30+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057334.html,"Witzel, Michael",Kerala Veda Maṭha at Trissur,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057342,<CAOB6=r870sTF0W29EgjqvV2eydbBriHNJQ7zKRF58PuWArf=uw@mail.gmail.com>,057342,2023-02-27 15:01:41+00:00,2023,2,https://list.indology.info/pipermail/indology/2023-February/057342.html,Sebastian Nehrdich,Sanskrit and Vedic Sanskrit language models available on Hugging Face,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057345,<CACPTnfqeK6ShF1eB6vJN8CHJoQyZ79eJX=FJNNbyip0tJSD=7g@mail.gmail.com>,057345,2023-03-02 16:18:45+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057345.html,Ana Bajzelj,Emerging Scholars in Jain Studies – Virtual Book Talk: Gregory M. Clines (Trinity University) in Conversation with John E. Cort (Denison University),Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057345,<CACPTnfqeK6ShF1eB6vJN8CHJoQyZ79eJX=FJNNbyip0tJSD=7g@mail.gmail.com>,057345,2023-03-02 16:18:45+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057345.html,Ana Bajzelj,Emerging Scholars in Jain Studies – Virtual Book Talk: Gregory M. Clines (Trinity University) in Conversation with John E. Cort (Denison University),Buddhism and Jainism,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057366,<CAKdt-CdCpUadgFmp=zhz64bfMB6BH2viky9N+jY-3KtAQMuVZQ@mail.gmail.com>,057366,2023-03-13 19:13:43+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057366.html,Dominik Wujastyk,Sanskrit and Vedic Sanskrit language models available on Hugging Face,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057368,<CAOB6=r-_zb6+p2UxdCOhcREzPy9a5HJpkqVb2ZUo__m+DuyMbg@mail.gmail.com>,057366,2023-03-13 20:23:37+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057368.html,Sebastian Nehrdich,Sanskrit and Vedic Sanskrit language models available on Hugging Face,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057369,<CAKdt-Cc8ckFGyDV=1TYEfHK59dOMwCHhz+MK7BW2hkHOPfW8UA@mail.gmail.com>,057366,2023-03-13 20:50:53+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057369.html,Dominik Wujastyk,Sanskrit and Vedic Sanskrit language models available on Hugging Face,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057383,<CANPRZZb0iX0x3UvnxVkKFNSX-gRFhkkh=LyZ4OcdySPR6_1iOg@mail.gmail.com>,057383,2023-03-14 19:49:41+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057383.html,Royce Wiles,An Excellent opportunity ; Prakrit Fellowship,Announcements and events,job/position,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Prakrit,subject_pattern,subject matched `Prakrit` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057468,<B3BA8CCD-5DDC-4766-AE46-8E86CA9ABA5F@g.harvard.edu>,057468,2023-03-27 16:26:52+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057468.html,Seth Powell,"Online Elementary Sanskrit, Pali, Hindi",Digital resources and tools,digital resource/tool,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057474,<76E57D95-0869-46F4-961B-D35D84DCE0F9@uclouvain.be>,057474,2023-03-29 14:36:20+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057474.html,Christophe Vielle,"Jan Gonda, Triads in the Veda, 1976",Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057475,<44AEB4AD-E66C-48C8-B8F2-6AD7440FA432@uclouvain.be>,057474,2023-03-29 14:58:14+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057475.html,Christophe Vielle,"Jan Gonda, Triads in the Veda, 1976",Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057476,<CAJ3b0o8985aJJFO_misvC5ef3qDnYp0rEoTQXVSB0k75P_t3oQ@mail.gmail.com>,057476,2023-03-30 12:49:56+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057476.html,Harry Spier,Pronounciation of Gayatri mantra in Rg-veda,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",veda,subject_pattern,subject matched `veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057477,<CAHWbU=ZP-edR_sQFZ-DZa29D-fhb-tZ81_63dUYEnHUQ9M0A7w@mail.gmail.com>,057476,2023-03-30 13:09:00+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057477.html,Joel Ðietz,Pronounciation of Gayatri mantra in Rg-veda,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",veda,subject_pattern,subject matched `veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057478,<CAB3-dzfS4+d2=zrnJOFxBY9HnY3qoqZCM3+MZNta_3cWWgGGAw@mail.gmail.com>,057476,2023-03-30 13:17:51+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057478.html,Madhav Deshpande,Pronounciation of Gayatri mantra in Rg-veda,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",veda,subject_pattern,subject matched `veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057479,<CAJ3b0o8oqm_VOFngS6d8N7zdp3ap1RZN_7XaO0hXD30+i6881g@mail.gmail.com>,057476,2023-03-30 15:06:46+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057479.html,Harry Spier,Pronounciation of Gayatri mantra in Rg-veda,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",veda,subject_pattern,subject matched `veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057480,<CAJ3b0o9Mww4XL6HQ36VA_s8WqfR0HS=1T8ojDCFGoQJ3rsEryA@mail.gmail.com>,057476,2023-03-30 23:46:56+00:00,2023,3,https://list.indology.info/pipermail/indology/2023-March/057480.html,Harry Spier,Pronounciation of Gayatri mantra in Rg-veda,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",veda,subject_pattern,subject matched `veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057503,<CAJz4T_5_5c=zmv2Xq2oXT+e2n2USDmY5EsemM8SmCRAEZZP37A@mail.gmail.com>,057503,2023-04-06 19:10:48+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057503.html,Mrinal Kaul,Sanskrit Ṭīkā on the Aṣṭāvakra Gītā,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gītā,subject_pattern,subject matched `Gītā` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057503,<CAJz4T_5_5c=zmv2Xq2oXT+e2n2USDmY5EsemM8SmCRAEZZP37A@mail.gmail.com>,057503,2023-04-06 19:10:48+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057503.html,Mrinal Kaul,Sanskrit Ṭīkā on the Aṣṭāvakra Gītā,Texts and philology,general discussion,register_bhasya,register,bhasya,Bhāṣya,Bhāṣya,Ṭīkā,subject_pattern,subject matched `Ṭīkā` using `register_bhasya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057549,<CAJGj9eaV+L5Scz8PpKT-=nfthLrzkOyN0GFXgVKZbOb9q+sW-g@mail.gmail.com>,057549,2023-04-10 16:55:30+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057549.html,Nagaraj Paturi,"Rule selection in the Aṣṭādhyāyī (vipratiṣedha, paratva, etc.)",Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,Aṣṭādhyāyī,subject_pattern,subject matched `Aṣṭādhyāyī` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057549,<CAJGj9eaV+L5Scz8PpKT-=nfthLrzkOyN0GFXgVKZbOb9q+sW-g@mail.gmail.com>,057549,2023-04-10 16:55:30+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057549.html,Nagaraj Paturi,"Rule selection in the Aṣṭādhyāyī (vipratiṣedha, paratva, etc.)",Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Aṣṭādhyāyī,subject_pattern,subject matched `Aṣṭādhyāyī` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057577,<CAM+oyOdQhXsP73Wcj0oTvavT-RL-pVpx78R8RweqTk68j8X03Q@mail.gmail.com>,057577,2023-04-20 08:39:40+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057577.html,Acharya Veeranarayana Pandurangi,Call for papers 'Ramakathasvadah' International seminar on Ramayana 5-8.6.23,Announcements and events,announcement/event,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Ramayana,subject_pattern,subject matched `Ramayana` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057577,<CAM+oyOdQhXsP73Wcj0oTvavT-RL-pVpx78R8RweqTk68j8X03Q@mail.gmail.com>,057577,2023-04-20 08:39:40+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057577.html,Acharya Veeranarayana Pandurangi,Call for papers 'Ramakathasvadah' International seminar on Ramayana 5-8.6.23,Announcements and events,announcement/event,register_epic,register,epic,Epic,Epic,Ramayana,subject_pattern,subject matched `Ramayana` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057579,<2E0BF459-2939-4AEE-8584-ED86472F0B11@bristol.ac.uk>,057579,2023-04-20 09:50:11+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057579.html,Rupert Gethin,Pali Text Society Office Administrator,Buddhism and Jainism,philological discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057651,<CAANHO15_5vTCk_aE5kUMgeEVm6w_kcWCZeDZnWdZCwuLkfVY0A@mail.gmail.com>,057651,2023-04-27 17:59:29+00:00,2023,4,https://list.indology.info/pipermail/indology/2023-April/057651.html,Andrew Ollett,Publication announcement: “A Lasting Vision: Dandin’s Mirror in the World of Asian Letters”,General scholarly discussion,general discussion,state_IV,state,IV,Classical,"kāvya, drama, kathā, classical śāstra, kośa, later grammar",Dandin,subject_pattern,subject matched `Dandin` using `state_IV`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057676,<CANPRZZY+n_m7AxF51kVSESQTT2EiYqCofgsDbMqJvOQ16Oj0Tg@mail.gmail.com>,057676,2023-05-06 17:58:03+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057676.html,Royce Wiles,Eighth Annual Lecture in Jain Studies at UC Davis (Dr. Ana Bajželj),Announcements and events,announcement/event,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057676,<CANPRZZY+n_m7AxF51kVSESQTT2EiYqCofgsDbMqJvOQ16Oj0Tg@mail.gmail.com>,057676,2023-05-06 17:58:03+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057676.html,Royce Wiles,Eighth Annual Lecture in Jain Studies at UC Davis (Dr. Ana Bajželj),Announcements and events,announcement/event,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057695,<CAETY2G0dSsJjGQv=z_R=u=YED-TLwdzEwa=uGSJQAkCGK_mF8Q@mail.gmail.com>,057695,2023-05-09 15:15:32+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057695.html,victor davella,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,state_IV,state,IV,Classical,"kāvya, drama, kathā, classical śāstra, kośa, later grammar",Poetic,subject_pattern,subject matched `Poetic` using `state_IV`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057695,<CAETY2G0dSsJjGQv=z_R=u=YED-TLwdzEwa=uGSJQAkCGK_mF8Q@mail.gmail.com>,057695,2023-05-09 15:15:32+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057695.html,victor davella,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,register_kavya,register,kavya,Kāvya,Kāvya,Poetic,subject_pattern,subject matched `Poetic` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057714,<CANPRZZbKykZUzYx4Mv02BgMPiePrb6KquQH80-cWXQmri7VUng@mail.gmail.com>,057714,2023-05-13 21:40:07+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057714.html,Royce Wiles,Lecture about Jain medical manuscripts in the Welcome collection,Announcements and events,announcement/event,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057714,<CANPRZZbKykZUzYx4Mv02BgMPiePrb6KquQH80-cWXQmri7VUng@mail.gmail.com>,057714,2023-05-13 21:40:07+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057714.html,Royce Wiles,Lecture about Jain medical manuscripts in the Welcome collection,Announcements and events,announcement/event,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057715,<DB8PR09MB3929CB72A4B24155A0279FEFDF7B9@DB8PR09MB3929.eurprd09.prod.outlook.com>,057715,2023-05-14 11:52:37+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057715.html,"Tieken, H.J.H. (Herman)",No. 9 of the series Realia in Old Tamil Poetry.,General scholarly discussion,general discussion,state_IV,state,IV,Classical,"kāvya, drama, kathā, classical śāstra, kośa, later grammar",Poetry,subject_pattern,subject matched `Poetry` using `state_IV`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057715,<DB8PR09MB3929CB72A4B24155A0279FEFDF7B9@DB8PR09MB3929.eurprd09.prod.outlook.com>,057715,2023-05-14 11:52:37+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057715.html,"Tieken, H.J.H. (Herman)",No. 9 of the series Realia in Old Tamil Poetry.,General scholarly discussion,general discussion,register_kavya,register,kavya,Kāvya,Kāvya,Poetry,subject_pattern,subject matched `Poetry` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057720,<CAETY2G1ofW7B1DVp4rPSNJXb6hS+976tP37TPh469eahuhBj9Q@mail.gmail.com>,057695,2023-05-15 20:52:22+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057720.html,victor davella,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,state_IV,state,IV,Classical,"kāvya, drama, kathā, classical śāstra, kośa, later grammar",Poetic,subject_pattern,subject matched `Poetic` using `state_IV`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057720,<CAETY2G1ofW7B1DVp4rPSNJXb6hS+976tP37TPh469eahuhBj9Q@mail.gmail.com>,057695,2023-05-15 20:52:22+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057720.html,victor davella,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,register_kavya,register,kavya,Kāvya,Kāvya,Poetic,subject_pattern,subject matched `Poetic` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057734,<6a1e6b95-5252-4ab1-0495-7fb79bd52ea3@ff.cuni.cz>,057695,2023-05-17 08:26:30+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057734.html,Lubomír Ondračka,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,state_IV,state,IV,Classical,"kāvya, drama, kathā, classical śāstra, kośa, later grammar",Poetic,subject_pattern,subject matched `Poetic` using `state_IV`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057734,<6a1e6b95-5252-4ab1-0495-7fb79bd52ea3@ff.cuni.cz>,057695,2023-05-17 08:26:30+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057734.html,Lubomír Ondračka,Elucidation of Poetic Blemishes,General scholarly discussion,general discussion,register_kavya,register,kavya,Kāvya,Kāvya,Poetic,subject_pattern,subject matched `Poetic` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057743,<CAJSwq-3=gzOpfVfuQ=WThFUit+SMRMmwOfXxVUG=Sbs7o2Ps8A@mail.gmail.com>,057743,2023-05-22 13:31:00+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057743.html,Bruno Lo Turco,Tantra Workshop,Announcements and events,announcement/event,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Tantra,subject_pattern,subject matched `Tantra` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057743,<CAJSwq-3=gzOpfVfuQ=WThFUit+SMRMmwOfXxVUG=Sbs7o2Ps8A@mail.gmail.com>,057743,2023-05-22 13:31:00+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057743.html,Bruno Lo Turco,Tantra Workshop,Announcements and events,announcement/event,register_tantra,register,tantra,Tantra,Tantra,Tantra,subject_pattern,subject matched `Tantra` using `register_tantra`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057748,<CAGPpahizW0-zobg-3UzsJ8BW9yxEpENoYEcTmWgkSWrShJoHMA@mail.gmail.com>,057748,2023-05-27 10:24:00+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057748.html,Eviatar Shulman,Conference on Abhidharma at HUJI,Announcements and events,announcement/event,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Abhidharma,subject_pattern,subject matched `Abhidharma` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057748,<CAGPpahizW0-zobg-3UzsJ8BW9yxEpENoYEcTmWgkSWrShJoHMA@mail.gmail.com>,057748,2023-05-27 10:24:00+00:00,2023,5,https://list.indology.info/pipermail/indology/2023-May/057748.html,Eviatar Shulman,Conference on Abhidharma at HUJI,Announcements and events,announcement/event,register_bauddha,register,bauddha,Bauddha,Bauddha,Abhidharma,subject_pattern,subject matched `Abhidharma` using `register_bauddha`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057769,<CACPTnfr-jFBzhm5AW0YBYdv=cGLx=28XK41OG772RMukuxuN-A@mail.gmail.com>,057769,2023-06-01 22:49:13+00:00,2023,6,https://list.indology.info/pipermail/indology/2023-June/057769.html,Ana Bajzelj,"Emerging Scholars in Jain Studies – Lecture by Shivani Bothra (California State University, Long Beach)",Announcements and events,announcement/event,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057769,<CACPTnfr-jFBzhm5AW0YBYdv=cGLx=28XK41OG772RMukuxuN-A@mail.gmail.com>,057769,2023-06-01 22:49:13+00:00,2023,6,https://list.indology.info/pipermail/indology/2023-June/057769.html,Ana Bajzelj,"Emerging Scholars in Jain Studies – Lecture by Shivani Bothra (California State University, Long Beach)",Announcements and events,announcement/event,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
057781,<4c2c5ac1-d6e8-c99c-94d3-ed8b85c5bbd6@haas.asia>,057781,2023-06-05 07:41:18+00:00,2023,6,https://list.indology.info/pipermail/indology/2023-June/057781.html,"Dr. Dominik A. Haas, BA MA",Purūravas’s buddhi in MBh II 69.15,General scholarly discussion,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",MBh,subject_pattern,subject matched `MBh` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
