normalized_author,author_id,message_count,thread_count,first_year,last_year,top_topic,top_list_function,resolved_replies_sent,resolved_replies_received,author_status
Robert Zydenbos (by way of Robert Zydenbos <zydenbos at lrz.uni-muenchen.de>),indology-author-ee17abba09,1,1,2003,2003,General scholarly discussion,general discussion,1,0,confirmed
Roberto Donatoni,indology-author-cb4ee0468e,1,1,2000,2000,General scholarly discussion,general discussion,0,2,confirmed
Roberto Morales,indology-author-fe701dc436,1,1,2021,2021,Announcements and events,job/position,0,1,confirmed
Rochelle Follender,indology-author-5dcf36846e,1,1,1995,1995,General scholarly discussion,general discussion,0,1,confirmed
Rohini Bakshi,indology-author-f14d62f089,1,1,2015,2015,General scholarly discussion,general discussion,0,0,confirmed
Ronald E. Emmerick,indology-author-2782d997d1,1,1,2000,2000,General scholarly discussion,general discussion,0,1,confirmed
Rosa EG Franco,indology-author-13ae2d2528,1,1,2000,2000,General scholarly discussion,general discussion,0,4,confirmed
Ruicha Mishra,indology-author-3bb34b355a,1,1,1997,1997,General scholarly discussion,general discussion,0,2,confirmed
Rupa Viswanath,indology-author-19fb52386f,1,1,2001,2001,General scholarly discussion,general discussion,1,0,confirmed
Ruth Westoby,indology-author-1d9ac065e7,1,1,2019,2019,General scholarly discussion,general discussion,0,0,confirmed
Ryan Richard Overbey,indology-author-337bbaf8a5,1,1,2009,2009,General scholarly discussion,general discussion,0,3,confirmed
Ryugen TANEMURA,indology-author-cc0499415b,1,1,2018,2018,Announcements and events,announcement/event,0,0,confirmed
S Krishna (by way of jacob.baltuch at euronet.be Jacob Baltuch),indology-author-632f559ab5,1,1,1998,1998,General scholarly discussion,general discussion,1,0,needs_review
S Roy,indology-author-8ec2db1476,1,1,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
S.A.S.Sarma at linguist.jussieu.fr,indology-author-9094857c2f,1,1,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
SABA MYLVAGANAM,indology-author-3a4a109da1,1,1,1996,1996,General scholarly discussion,general discussion,0,1,confirmed
SALENDER at delphi.com,indology-author-2d0bf44973,1,1,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
SCHWARZ at guvax.acc.georgetown.edu,indology-author-42da798889,1,1,1997,1997,History and culture,general discussion,0,0,needs_review
SELVA,indology-author-540e358b3a,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
"SHARMA,VIBHA,MS",indology-author-c3bda02db7,1,1,1995,1995,Announcements and events,announcement/event,0,0,needs_review
SINGH at LANDO.HNS.COM,indology-author-443fa2641b,1,1,1993,1993,General scholarly discussion,general discussion,0,1,needs_review
ST3A8 at Jetson.UH.EDU,indology-author-df3681f9e2,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
STEVEC at CA.CONCORDIA.VAX2,indology-author-af568a029d,1,1,1991,1991,General scholarly discussion,general discussion,0,0,needs_review
STJERNC at Citadel.edu,indology-author-f277e3f147,1,1,1995,1995,History and culture,general discussion,0,0,needs_review
STUART at UK.AC.OXFORD.VAX,indology-author-32b0d82769,1,1,1991,1991,General scholarly discussion,general discussion,0,3,needs_review
SUJATA,indology-author-8c34b9eba6,1,1,1995,1995,Manuscripts and epigraphy,philological discussion,0,0,needs_review
SVADCHII Jean-Claude,indology-author-0981a20184,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
Sachsenmaier Verlag,indology-author-d3c2ef6e65,1,1,1997,1997,Digital resources and tools,digital resource/tool,1,0,confirmed
Sally Sutherland Goldman,indology-author-6f0a4d3587,1,1,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
Samskrita Bharati,indology-author-6f064509c1,1,1,1997,1997,Announcements and events,announcement/event,0,0,confirmed
Sandapa Tambi Chinien,indology-author-3fcc22fa4b,1,1,1995,1995,General scholarly discussion,general discussion,0,0,confirmed
Sandra Kisner,indology-author-db3f980987,1,1,1994,1994,General scholarly discussion,general discussion,0,0,confirmed
Sangyeob Cha,indology-author-67403e3ab1,1,1,2013,2013,General scholarly discussion,general discussion,0,0,confirmed
Sara Speyer,indology-author-ac1296ad47,1,1,2016,2016,Bibliographic requests,bibliographic request,0,1,confirmed
Saraswati Rao Kavaluri,indology-author-d1f3ea6f4f,1,1,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
Sascha Mundstein,indology-author-8e773a8d74,1,1,1995,1995,General scholarly discussion,general discussion,1,0,confirmed
Satyajit Bose,indology-author-451c126d9c,1,1,1992,1992,General scholarly discussion,general discussion,1,0,confirmed
Satyakaama at aol.com,indology-author-4420c410d2,1,1,1995,1995,History and culture,general discussion,1,0,needs_review
"Satyavolu, Uma R",indology-author-22c2807e6b,1,1,1993,1993,General scholarly discussion,general discussion,0,1,confirmed
"Scharf, Peter",indology-author-c3bc8143f1,1,1,2012,2012,General scholarly discussion,general discussion,0,0,confirmed
Seema Chauhan,indology-author-8477700713,1,1,2017,2017,Buddhism and Jainism,general discussion,0,0,confirmed
Senthil K Kandasamy,indology-author-bd6857ea33,1,1,1997,1997,General scholarly discussion,general discussion,0,1,confirmed
Shashidhar Rajamani,indology-author-9d2245ca5e,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
"Shirley, Dr. Bruno Marshall",indology-author-a80c2cb668,1,1,2025,2025,General scholarly discussion,general discussion,1,1,confirmed
Shivamarg at aol.com,indology-author-a3e0437481,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
Shojiro NOMURA,indology-author-8526024602,1,1,1997,1997,General scholarly discussion,general discussion,1,0,confirmed
Shrikrishna Dani,indology-author-46c84167ee,1,1,2014,2014,Announcements and events,announcement/event,0,0,confirmed
Shrisha.Rao at launchpad.unc.edu,indology-author-46653cfb47,1,1,1995,1995,General scholarly discussion,philological discussion,0,0,needs_review
Shujun Motegi,indology-author-b82c9a20b4,1,1,1997,1997,Grammar and linguistics,philological discussion,1,0,confirmed
Shukavak Das,indology-author-153a5b8498,1,1,1996,1996,General scholarly discussion,general discussion,1,1,confirmed
Sidsel Hansson,indology-author-264c35d5bd,1,1,2001,2001,History and culture,general discussion,0,2,confirmed
Signe Cohen,indology-author-eea1e5bbdd,1,1,1999,1999,General scholarly discussion,general discussion,0,1,confirmed
Simon Wiles,indology-author-3e17f7b835,1,1,2012,2012,General scholarly discussion,general discussion,1,0,confirmed
Singh (external) Amarjit,indology-author-0f9b73b468,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
"Slakter, David",indology-author-0e74d26090,1,1,2011,2011,General scholarly discussion,identification/help request,1,0,confirmed
"Smith, David J",indology-author-58d5d88736,1,1,1999,1999,General scholarly discussion,general discussion,0,1,confirmed
Sohail Inayatullah,indology-author-b588866a1d,1,1,1994,1994,General scholarly discussion,general discussion,0,0,confirmed
Sonita Sarker,indology-author-97f4dda006,1,1,1995,1995,General scholarly discussion,general discussion,0,0,confirmed
Sonja Stark-Wild,indology-author-ca25d28622,1,1,1997,1997,General scholarly discussion,general discussion,1,0,confirmed
South Asia Library Section,indology-author-5fd0e75b8e,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
Sree Chaitanya Gaudiya Math,indology-author-3196a2b6d2,1,1,1998,1998,General scholarly discussion,general discussion,1,4,confirmed
Sreenivasa Nittala,indology-author-a9011ee482,1,1,1998,1998,General scholarly discussion,general discussion,1,0,confirmed
Srilata M üller,indology-author-e270950039,1,1,2005,2005,General scholarly discussion,general discussion,1,0,confirmed
Srinivasan Acharya,indology-author-3b1da571d6,1,1,2014,2014,Announcements and events,announcement/event,0,0,confirmed
Stefania Cavaliere,indology-author-0c59be87a6,1,1,2025,2025,Announcements and events,announcement/event,0,0,confirmed
Stefano Pellò,indology-author-68a4a413dd,1,1,2001,2001,General scholarly discussion,general discussion,0,1,confirmed
Stephen Dubin,indology-author-cde68afbf6,1,1,1998,1998,General scholarly discussion,general discussion,0,19,confirmed
Stephen James Brown,indology-author-4bcbc80699,1,1,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
Stephen R.L.Clark,indology-author-5680e675f2,1,1,1995,1995,General scholarly discussion,general discussion,1,0,confirmed
Steve Lombardi,indology-author-4981bedba0,1,1,1997,1997,Announcements and events,announcement/event,0,0,confirmed
Steve Nizyborski,indology-author-adc4572123,1,1,1995,1995,History and culture,general discussion,0,0,confirmed
Steven M. Vose,indology-author-4c773b3a14,1,1,2023,2023,General scholarly discussion,general discussion,1,0,confirmed
Stuart Sarbacker,indology-author-77aec10f66,1,1,2001,2001,General scholarly discussion,general discussion,0,1,confirmed
Subir Ghosh/Richa Bansal,indology-author-dbfea7c013,1,1,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
Sucharita Adluri,indology-author-398d1aa3aa,1,1,2020,2020,General scholarly discussion,announcement/event,1,0,confirmed
Sudalaimuthu Palaniappant,indology-author-2fa12bb167,1,1,2019,2019,General scholarly discussion,general discussion,1,1,confirmed
Sudha Berry,indology-author-3d50357da2,1,1,2026,2026,General scholarly discussion,general discussion,1,0,confirmed
Sudha Gopalakrishnan,indology-author-9954b00e92,1,1,2022,2022,History and culture,general discussion,0,0,confirmed
Sudheer Kolachina,indology-author-4dea1e4100,1,1,2013,2013,General scholarly discussion,general discussion,1,0,confirmed
Sufi Santa,indology-author-33c7b90c20,1,1,2025,2025,General scholarly discussion,general discussion,1,1,confirmed
Sundari Johansen,indology-author-add288e535,1,1,2015,2015,General scholarly discussion,general discussion,1,0,confirmed
Sunder Hattangadi,indology-author-01a8cbaefa,1,1,1999,1999,General scholarly discussion,general discussion,1,0,confirmed
Sunil Lal,indology-author-f54265c7d8,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
Surbhi,indology-author-baa6ba5ea3,1,1,2000,2000,General scholarly discussion,general discussion,0,0,needs_review
Suresh Kamath,indology-author-cb6c59fe32,1,1,1996,1996,General scholarly discussion,general discussion,1,0,confirmed
Suresh Vedak,indology-author-a422ca0604,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
Susan Huntington,indology-author-2fcedf104c,1,1,2026,2026,List administration,list administration,0,1,confirmed
Susan Rosenfield,indology-author-e7b9f22e42,1,1,1995,1995,General scholarly discussion,general discussion,0,1,confirmed
Sushil Kumar Singh,indology-author-8b0b5ae6f3,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
Suzanne McMahon,indology-author-6fb4431cfa,1,1,1997,1997,General scholarly discussion,general discussion,0,0,confirmed
Suzanne Newcombe,indology-author-59b36c295d,1,1,2015,2015,General scholarly discussion,general discussion,0,0,confirmed
Swagata Altekar,indology-author-34fb371a01,1,1,1996,1996,Announcements and events,announcement/event,1,0,confirmed
Swami Satchidananda,indology-author-f799442016,1,1,1997,1997,General scholarly discussion,general discussion,1,0,confirmed
Swami Shivananda,indology-author-5bf84b31c2,1,1,1997,1997,General scholarly discussion,general discussion,1,0,confirmed
Sylvia and Elmar Stapelfeldt,indology-author-f855f5dd6f,1,1,2000,2000,General scholarly discussion,general discussion,0,3,confirmed
Szilvia Szanyi,indology-author-c53241e4c3,1,1,2026,2026,General scholarly discussion,general discussion,0,0,confirmed
T Archna,indology-author-4f9b033437,1,1,2001,2001,General scholarly discussion,general discussion,1,0,confirmed
T. Ganesan,indology-author-f3d0786bf7,1,1,2007,2007,Texts and philology,general discussion,1,0,confirmed
T. Lenz,indology-author-91a84a72c3,1,1,1998,1998,General scholarly discussion,general discussion,0,1,confirmed
T. Limonard,indology-author-789e7c1236,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
TA0GXR1 at NIU.EARN,indology-author-5034eda24e,1,1,1993,1993,General scholarly discussion,general discussion,1,0,needs_review
TB,indology-author-fbce2c364a,1,1,1998,1998,General scholarly discussion,general discussion,0,0,needs_review
TOMMY2 at gwuvm.gwu.edu,indology-author-71efc0725d,1,1,1994,1994,General scholarly discussion,general discussion,1,0,needs_review
Takanobu Takahashi,indology-author-9459d41c95,1,1,2003,2003,General scholarly discussion,identification/help request,0,0,confirmed
Takao Hayashi,indology-author-98be694037,1,1,1995,1995,General scholarly discussion,general discussion,1,0,confirmed
Talia Ariav,indology-author-0e78c95a0a,1,1,2021,2021,Grammar and linguistics,philological discussion,1,2,confirmed
TamaraReich1,indology-author-2806e49dd2,1,1,2004,2004,General scholarly discussion,general discussion,0,1,needs_review
Tanmoy Bhattacharya,indology-author-5bba7ec52c,1,1,1997,1997,General scholarly discussion,general discussion,0,0,confirmed
Tara Bascombe,indology-author-36230f8e5f,1,1,1998,1998,Teaching and pedagogy,general discussion,0,1,confirmed
Tatiana Oranskaia,indology-author-4c01f585a3,1,1,2013,2013,Bibliographic requests,bibliographic request,0,1,confirmed
The Red Baron,indology-author-205801e94b,1,1,1992,1992,General scholarly discussion,identification/help request,0,3,confirmed
Thelma L Lowe,indology-author-a968040713,1,1,1996,1996,History and culture,general discussion,0,0,confirmed
Thomas Anzenhofer,indology-author-247a93ab10,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
Thomas Yarnall,indology-author-035857686b,1,1,1996,1996,General scholarly discussion,general discussion,0,0,confirmed
Tim,indology-author-5ee0edb9e2,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
Tim Cleary,indology-author-1ca7ce071a,1,1,1994,1994,Bibliographic requests,general discussion,1,0,confirmed
Timothy Lorndale,indology-author-bde9c2dbdd,1,1,2023,2023,Announcements and events,announcement/event,0,0,confirmed
Tom Cooper,indology-author-f70547cf7b,1,1,1998,1998,General scholarly discussion,general discussion,0,2,confirmed
TopicA,indology-author-78af6ab7dd,1,1,2013,2013,General scholarly discussion,general discussion,0,1,needs_review
Trento Margherita,indology-author-cc1b6f9bb9,1,1,2025,2025,General scholarly discussion,general discussion,0,1,confirmed
Trishul (Travis Smith),indology-author-b4242fbcc3,1,1,1997,1997,History and culture,general discussion,1,0,confirmed
Tyler M. Richard,indology-author-efec8deef5,1,1,2022,2022,Announcements and events,announcement/event,0,0,confirmed
U49868,indology-author-27c984f5bf,1,1,1995,1995,History and culture,general discussion,0,0,needs_review
Usama Khalidi,indology-author-0a54eb8b96,1,1,1996,1996,General scholarly discussion,general discussion,0,0,confirmed
V C Bothra,indology-author-805b43789e,1,1,1999,1999,General scholarly discussion,general discussion,1,0,confirmed
VAHIA at EARN.TIFRVAX,indology-author-cca1ad6178,1,1,1991,1991,History and culture,general discussion,1,0,needs_review
VC Bothra,indology-author-fe897f71c1,1,1,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
Valters Negribs,indology-author-c80e90bf4c,1,1,2023,2023,General scholarly discussion,general discussion,1,1,confirmed
Varma,indology-author-1d82a4c6fa,1,1,2000,2000,History and culture,general discussion,0,1,needs_review
Venkateswara Rao Kesaraju,indology-author-8106832318,1,1,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
Venkateswara Rao Veluri,indology-author-bae33e964b,1,1,1998,1998,Digital resources and tools,digital resource/tool,1,0,confirmed
Vijay Bandi,indology-author-f4217249a9,1,1,1998,1998,General scholarly discussion,general discussion,1,0,confirmed
Vincent Tournier,indology-author-25e52a508d,1,1,2022,2022,General scholarly discussion,job/position,0,0,confirmed
Vipul Kashyap,indology-author-510023e23f,1,1,1995,1995,General scholarly discussion,general discussion,1,0,confirmed
Vladimir Shelkovich,indology-author-0935e75bbf,1,1,2000,2000,History and culture,general discussion,0,0,confirmed
Vvmurthy at aol.com,indology-author-cec138d7f4,1,1,1996,1996,Announcements and events,announcement/event,0,0,needs_review
Vyom Shah,indology-author-03fcce661f,1,1,2025,2025,General scholarly discussion,general discussion,1,0,confirmed
WeTransfer,indology-author-bfddfff6ca,1,1,2020,2020,General scholarly discussion,general discussion,0,1,needs_review
Wendy Phillips,indology-author-6c2dae8807,1,1,2023,2023,General scholarly discussion,general discussion,1,0,confirmed
Westview Press,indology-author-5b1d83098b,1,1,1995,1995,Bibliographic requests,philological discussion,0,0,confirmed
"Whitaker, Jarrod",indology-author-882ff77f5c,1,1,2026,2026,History and culture,general discussion,0,2,confirmed
Wiles Royce,indology-author-0874536e44,1,1,2015,2015,General scholarly discussion,general discussion,1,0,confirmed
Wilhelm Beinvogl,indology-author-bab350b92c,1,1,2014,2014,General scholarly discussion,general discussion,0,0,confirmed
Will Douglas,indology-author-b1ed597031,1,1,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
William Douglas,indology-author-b78c468d2b,1,1,1997,1997,Veda and ritual,general discussion,1,0,confirmed
William K. Mahony,indology-author-01982cf9bd,1,1,2005,2005,Digital resources and tools,digital resource/tool,0,0,confirmed
"Williams, Ben",indology-author-0c8eb8e230,1,1,2016,2016,Announcements and events,job/position,1,0,confirmed
"Williams, Michael",indology-author-b5116675ad,1,1,2024,2024,General scholarly discussion,general discussion,0,3,confirmed
Win Than Tun,indology-author-29f0845145,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
Wolf J.,indology-author-aef027aacf,1,1,1998,1998,General scholarly discussion,general discussion,0,0,confirmed
Wolf J. Flywheel,indology-author-73571f1f21,1,1,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
"Wooff, Chris",indology-author-e3f357bf2d,1,1,2012,2012,General scholarly discussion,general discussion,0,0,confirmed
Worldwide Indian Network,indology-author-8d5fe2b6dc,1,1,1995,1995,General scholarly discussion,general discussion,0,4,confirmed
Xman,indology-author-7d4ce90aa1,1,1,1995,1995,General scholarly discussion,general discussion,0,3,needs_review
Yak,indology-author-3d7a8ac2f7,1,1,2025,2025,Announcements and events,announcement/event,1,1,needs_review
Yamashita tsutomu,indology-author-b6afda7541,1,1,1997,1997,General scholarly discussion,general discussion,0,0,confirmed
"Yanchevskaya, Nataliya",indology-author-8cb3590871,1,1,2012,2012,Texts and philology,general discussion,1,0,confirmed
Zdenko Skiljan,indology-author-5dfc7c3865,1,1,1997,1997,Buddhism and Jainism,general discussion,0,0,confirmed
"Zheng, K. (Kexin)",indology-author-05d0f83c71,1,1,2021,2021,Bibliographic requests,general discussion,0,1,confirmed
Zhihua Yao,indology-author-a0b9a67725,1,1,2016,2016,General scholarly discussion,general discussion,0,1,confirmed
"Zimmermann, Michael",indology-author-84b15ec8d2,1,1,2020,2020,General scholarly discussion,general discussion,0,0,confirmed
Zoë Slatoff,indology-author-82ec62a6ec,1,1,2023,2023,General scholarly discussion,identification/help request,1,2,confirmed
aamerson at s1.csuhayward.edu,indology-author-3ae41e2c6e,1,1,1994,1994,Announcements and events,announcement/event,1,0,needs_review
actuary at ix.netcom.com,indology-author-2d3909c2f8,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
ahale at vax.oxford.ac.uk,indology-author-3d3b1c9ec7,1,1,1993,1993,History and culture,general discussion,0,1,needs_review
aithal,indology-author-3869ba37ca,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
akella at BE.AC.ULG.MONTEFIORE,indology-author-304c2cc074,1,1,1992,1992,General scholarly discussion,general discussion,1,0,needs_review
akio25 at mbox.kyoto-inet.or.jp,indology-author-371b9f2add,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
aklujkar at CA.UBC.UNIXG,indology-author-70da829627,1,1,1992,1992,General scholarly discussion,general discussion,0,0,needs_review
alan,indology-author-91e38e63b8,1,1,1991,1991,General scholarly discussion,general discussion,0,0,needs_review
alfredo at sunny.mpimf-Heidelberg.mpg.de,indology-author-0491086213,1,1,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
alok at hyundo.pufs.ac.kr,indology-author-c6d3da3657,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
amarjit at lij.edu,indology-author-3ce1cf0eb5,1,1,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
aminer at sas.upenn.edu,indology-author-2fbf636547,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
anandi at emr.ca,indology-author-b24fa2f1de,1,1,1993,1993,General scholarly discussion,general discussion,1,0,needs_review
andersonl at Meena.CC.URegina.CA,indology-author-cf7002a112,1,1,1995,1995,History and culture,general discussion,1,0,needs_review
annette heitmann,indology-author-a89573926a,1,1,2005,2005,Teaching and pedagogy,general discussion,0,1,confirmed
antonino polizzi,indology-author-217dfff60e,1,1,1993,1993,History and culture,general discussion,0,0,confirmed
antonio.jardim at gmail.com,indology-author-c453947e51,1,1,2013,2013,General scholarly discussion,general discussion,1,0,needs_review
appam at atc.ll.mit.edu,indology-author-30df11874d,1,1,1993,1993,General scholarly discussion,general discussion,0,1,needs_review
arcangelo,indology-author-6c41e870eb,1,1,1998,1998,General scholarly discussion,general discussion,1,0,needs_review
asha heera,indology-author-3c319a2961,1,1,1995,1995,Digital resources and tools,digital resource/tool,0,1,confirmed
ashok_sharma at ccmail.gsfc.nasa.gov,indology-author-8c859c0a0d,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
asia at netway.at,indology-author-3bc521bedb,1,1,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
astgmb at luff.latrobe.edu.au,indology-author-422168207f,1,1,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
audrey.truschke at gmail.com,indology-author-b46f68c753,1,1,2016,2016,General scholarly discussion,general discussion,1,2,needs_review
b9100530 at student.anu.edu.au,indology-author-043d29693e,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
badri at sofia.mae.cornell.edu,indology-author-dca28108ea,1,1,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
bakamoone indaratana,indology-author-5a554a91a0,1,1,2014,2014,General scholarly discussion,general discussion,0,1,confirmed
bharat at scr.siemens.com,indology-author-ea37ea162a,1,1,1995,1995,General scholarly discussion,philological discussion,0,0,needs_review
bloturco at centoper.it,indology-author-2fb0c69874,1,1,2015,2015,General scholarly discussion,general discussion,0,1,needs_review
bmanring at cuix.pscu.com,indology-author-dc24179c5b,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
"boehm-tettelbach, monika",indology-author-260ad8af7d,1,1,1995,1995,General scholarly discussion,general discussion,0,0,confirmed
buddha at EDU.STANFORD.LELAND,indology-author-1b183cfc2e,1,1,1992,1992,General scholarly discussion,general discussion,0,0,needs_review
by way of Jean-Michel Delire,indology-author-ac7a0cee67,1,1,2015,2015,History and culture,general discussion,0,3,confirmed
by way of Jean-Michel Delire (jmdelire at ulb.ac.be),indology-author-3515d35f1c,1,1,2010,2010,General scholarly discussion,general discussion,1,0,confirmed
c w nuckolls,indology-author-a161d9a3e0,1,1,1993,1993,General scholarly discussion,general discussion,1,0,confirmed
c-asia-1 at amnesty.nl,indology-author-c353be0261,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
c-seely at uchicago.edu,indology-author-af0b55ba1c,1,1,1996,1996,Announcements and events,announcement/event,0,2,needs_review
calibanj at aol.com,indology-author-16b0ff6c27,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
cfynn at sahaja.demon.co.uk,indology-author-5bfe689bdc,1,1,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
cheaw260 at unix.cc.emory.edu,indology-author-f6230bf9b8,1,1,1994,1994,General scholarly discussion,general discussion,1,0,needs_review
chevilla at linguist.jussieu.fr,indology-author-47e15a838d,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
chibbard at pobox.upenn.edu,indology-author-5430a60e5c,1,1,1996,1996,General scholarly discussion,general discussion,0,1,needs_review
claire.maes at uni-tuebingen.de,indology-author-028bef2d10,1,1,2024,2024,Announcements and events,announcement/event,0,0,needs_review
clittle at ep.ieee.org,indology-author-e481770380,1,1,1994,1994,General scholarly discussion,general discussion,1,0,needs_review
clopez,indology-author-45a570777a,1,1,2000,2000,General scholarly discussion,general discussion,1,0,needs_review
cristina hotmail,indology-author-051a90d913,1,1,2013,2013,General scholarly discussion,obituary/memorial,1,0,confirmed
cuf at aol.com,indology-author-13b28bb3ad,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
dancona,indology-author-5252d12e75,1,1,2001,2001,General scholarly discussion,general discussion,0,0,needs_review
david.webster,indology-author-66452419e4,1,1,1997,1997,Announcements and events,announcement/event,1,0,needs_review
dbak at unixg.ubc.ca,indology-author-7444b21d81,1,1,1995,1995,General scholarly discussion,general discussion,0,6,needs_review
dcarpent at sjuphil.sju.edu,indology-author-1763f75063,1,1,1994,1994,Announcements and events,announcement/event,0,2,needs_review
deo at ix.netcom.com,indology-author-dcca6c0851,1,1,1996,1996,General scholarly discussion,general discussion,0,1,needs_review
dinesh at cs.newhaven.edu,indology-author-3ace6ef3c0,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
dipitivilasa,indology-author-3bc3eea196,1,1,2000,2000,General scholarly discussion,identification/help request,0,0,needs_review
dk.seattle,indology-author-0f92416c2b,1,1,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
dom at vigyan.iisc.ernet.in,indology-author-0326ac9e97,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
donovan.1 at osu.edu,indology-author-26967d29f7,1,1,1994,1994,Announcements and events,announcement/event,0,0,needs_review
donovevs at libero.it,indology-author-df649abf89,1,1,2009,2009,General scholarly discussion,general discussion,1,0,needs_review
dorji.wangchuk at UNI-HAMBURG.DE,indology-author-92311aee85,1,1,2008,2008,Buddhism and Jainism,general discussion,1,0,needs_review
dorrit Wagner,indology-author-3152d1b8ee,1,1,1999,1999,General scholarly discussion,general discussion,1,0,confirmed
dow at wjh12.harvard.edu,indology-author-0ddfe106e9,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
dplukker at inter.nl.net,indology-author-656e0053bd,1,1,1995,1995,Texts and philology,general discussion,0,0,needs_review
dq629 at cleveland.Freenet.Edu,indology-author-d77006e950,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
drg4 at cornell.edu,indology-author-4a05ab40bf,1,1,1996,1996,List administration,list administration,0,0,needs_review
dvaita at eskimo.com,indology-author-2ecf5afade,1,1,1996,1996,List administration,list administration,0,0,needs_review
everson at indigo.ie,indology-author-88ec64cbad,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
falk at ZEDAT.FU-Berlin.DE,indology-author-223707613a,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
flavio.mainero%mandic at ax.apc.org,indology-author-ed7b058321,1,1,1994,1994,General scholarly discussion,general discussion,0,0,confirmed
fo8z003,indology-author-2de4495bcb,1,1,1999,1999,General scholarly discussion,general discussion,1,0,needs_review
francois.voegeli at orient.unil.ch,indology-author-3d1e47bc83,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
frank korom,indology-author-b2b1859c00,1,1,1998,1998,General scholarly discussion,general discussion,1,0,confirmed
galewicz,indology-author-83ce0d26d3,1,1,1999,1999,General scholarly discussion,general discussion,0,2,needs_review
gangolly at csc.albany.edu,indology-author-ec6a2e7612,1,1,1994,1994,General scholarly discussion,general discussion,1,0,needs_review
gheil at edu.washington.cs,indology-author-5ad6507b80,1,1,1994,1994,Texts and philology,general discussion,1,0,needs_review
goodall at vax.oxford.ac.uk,indology-author-c8592e0172,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
guccie at ariake-nct.ac.jp,indology-author-83cb889305,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
h-fom,indology-author-970e69adf1,1,1,1998,1998,General scholarly discussion,general discussion,0,4,needs_review
hanneder,indology-author-88cf5181d9,1,1,1998,1998,Texts and philology,general discussion,0,0,needs_review
harry,indology-author-23a0b5e4fb,1,1,1992,1992,General scholarly discussion,general discussion,0,1,needs_review
harunaga at SAS.UPENN.EDU,indology-author-1b75c63bc7,1,1,2002,2002,General scholarly discussion,general discussion,0,0,needs_review
holba at praha1.ff.cuni.cz,indology-author-4e15397212,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
